 Both 128K ROMs loaded successfully!
Screen RAM initialized with white paper, black ink
=== Emulator started - ROM loaded - CPU Reset ===
[238] PC=0x0007 A=0xF8 HL=0x0000 BC=0x68F0 DE=0x0000 SP=0xFFFF OP=0x20
[239] PC=0x0004 A=0xF8 HL=0x0000 BC=0x68F0 DE=0x0000 SP=0xFFFF OP=0x0B
[240] PC=0x0005 A=0xF8 HL=0x0000 BC=0x68EF DE=0x0000 SP=0xFFFF OP=0x78
[241] PC=0x0006 A=0x68 HL=0x0000 BC=0x68EF DE=0x0000 SP=0xFFFF OP=0xB1
[242] PC=0x0007 A=0xEF HL=0x0000 BC=0x68EF DE=0x0000 SP=0xFFFF OP=0x20
[243] PC=0x0004 A=0xEF HL=0x0000 BC=0x68EF DE=0x0000 SP=0xFFFF OP=0x0B
[244] PC=0x0005 A=0xEF HL=0x0000 BC=0x68EE DE=0x0000 SP=0xFFFF OP=0x78
[245] PC=0x0006 A=0x68 HL=0x0000 BC=0x68EE DE=0x0000 SP=0xFFFF OP=0xB1
[246] PC=0x0007 A=0xEE HL=0x0000 BC=0x68EE DE=0x0000 SP=0xFFFF OP=0x20
[247] PC=0x0004 A=0xEE HL=0x0000 BC=0x68EE DE=0x0000 SP=0xFFFF OP=0x0B
[248] PC=0x0005 A=0xEE HL=0x0000 BC=0x68ED DE=0x0000 SP=0xFFFF OP=0x78
[249] PC=0x0006 A=0x68 HL=0x0000 BC=0x68ED DE=0x0000 SP=0xFFFF OP=0xB1
[250] PC=0x0007 A=0xED HL=0x0000 BC=0x68ED DE=0x0000 SP=0xFFFF OP=0x20
[251] PC=0x0004 A=0xED HL=0x0000 BC=0x68ED DE=0x0000 SP=0xFFFF OP=0x0B
[252] PC=0x0005 A=0xED HL=0x0000 BC=0x68EC DE=0x0000 SP=0xFFFF OP=0x78
[253] PC=0x0006 A=0x68 HL=0x0000 BC=0x68EC DE=0x0000 SP=0xFFFF OP=0xB1
[254] PC=0x0007 A=0xEC HL=0x0000 BC=0x68EC DE=0x0000 SP=0xFFFF OP=0x20
[255] PC=0x0004 A=0xEC HL=0x0000 BC=0x68EC DE=0x0000 SP=0xFFFF OP=0x0B
[256] PC=0x0005 A=0xEC HL=0x0000 BC=0x68EB DE=0x0000 SP=0xFFFF OP=0x78
[257] PC=0x0006 A=0x68 HL=0x0000 BC=0x68EB DE=0x0000 SP=0xFFFF OP=0xB1
[258] PC=0x0007 A=0xEB HL=0x0000 BC=0x68EB DE=0x0000 SP=0xFFFF OP=0x20
[259] PC=0x0004 A=0xEB HL=0x0000 BC=0x68EB DE=0x0000 SP=0xFFFF OP=0x0B
[260] PC=0x0005 A=0xEB HL=0x0000 BC=0x68EA DE=0x0000 SP=0xFFFF OP=0x78
[261] PC=0x0006 A=0x68 HL=0x0000 BC=0x68EA DE=0x0000 SP=0xFFFF OP=0xB1
[262] PC=0x0007 A=0xEA HL=0x0000 BC=0x68EA DE=0x0000 SP=0xFFFF OP=0x20
[263] PC=0x0004 A=0xEA HL=0x0000 BC=0x68EA DE=0x0000 SP=0xFFFF OP=0x0B
[264] PC=0x0005 A=0xEA HL=0x0000 BC=0x68E9 DE=0x0000 SP=0xFFFF OP=0x78
[265] PC=0x0006 A=0x68 HL=0x0000 BC=0x68E9 DE=0x0000 SP=0xFFFF OP=0xB1
[266] PC=0x0007 A=0xE9 HL=0x0000 BC=0x68E9 DE=0x0000 SP=0xFFFF OP=0x20
[267] PC=0x0004 A=0xE9 HL=0x0000 BC=0x68E9 DE=0x0000 SP=0xFFFF OP=0x0B
[268] PC=0x0005 A=0xE9 HL=0x0000 BC=0x68E8 DE=0x0000 SP=0xFFFF OP=0x78
[269] PC=0x0006 A=0x68 HL=0x0000 BC=0x68E8 DE=0x0000 SP=0xFFFF OP=0xB1
[270] PC=0x0007 A=0xE8 HL=0x0000 BC=0x68E8 DE=0x0000 SP=0xFFFF OP=0x20
[271] PC=0x0004 A=0xE8 HL=0x0000 BC=0x68E8 DE=0x0000 SP=0xFFFF OP=0x0B
[272] PC=0x0005 A=0xE8 HL=0x0000 BC=0x68E7 DE=0x0000 SP=0xFFFF OP=0x78
[273] PC=0x0006 A=0x68 HL=0x0000 BC=0x68E7 DE=0x0000 SP=0xFFFF OP=0xB1
[274] PC=0x0007 A=0xEF HL=0x0000 BC=0x68E7 DE=0x0000 SP=0xFFFF OP=0x20
[275] PC=0x0004 A=0xEF HL=0x0000 BC=0x68E7 DE=0x0000 SP=0xFFFF OP=0x0B
[276] PC=0x0005 A=0xEF HL=0x0000 BC=0x68E6 DE=0x0000 SP=0xFFFF OP=0x78
[277] PC=0x0006 A=0x68 HL=0x0000 BC=0x68E6 DE=0x0000 SP=0xFFFF OP=0xB1
[278] PC=0x0007 A=0xEE HL=0x0000 BC=0x68E6 DE=0x0000 SP=0xFFFF OP=0x20
[279] PC=0x0004 A=0xEE HL=0x0000 BC=0x68E6 DE=0x0000 SP=0xFFFF OP=0x0B
[280] PC=0x0005 A=0xEE HL=0x0000 BC=0x68E5 DE=0x0000 SP=0xFFFF OP=0x78
[281] PC=0x0006 A=0x68 HL=0x0000 BC=0x68E5 DE=0x0000 SP=0xFFFF OP=0xB1
[282] PC=0x0007 A=0xED HL=0x0000 BC=0x68E5 DE=0x0000 SP=0xFFFF OP=0x20
[283] PC=0x0004 A=0xED HL=0x0000 BC=0x68E5 DE=0x0000 SP=0xFFFF OP=0x0B
[284] PC=0x0005 A=0xED HL=0x0000 BC=0x68E4 DE=0x0000 SP=0xFFFF OP=0x78
[285] PC=0x0006 A=0x68 HL=0x0000 BC=0x68E4 DE=0x0000 SP=0xFFFF OP=0xB1
[286] PC=0x0007 A=0xEC HL=0x0000 BC=0x68E4 DE=0x0000 SP=0xFFFF OP=0x20
[287] PC=0x0004 A=0xEC HL=0x0000 BC=0x68E4 DE=0x0000 SP=0xFFFF OP=0x0B
[288] PC=0x0005 A=0xEC HL=0x0000 BC=0x68E3 DE=0x0000 SP=0xFFFF OP=0x78
[289] PC=0x0006 A=0x68 HL=0x0000 BC=0x68E3 DE=0x0000 SP=0xFFFF OP=0xB1
[290] PC=0x0007 A=0xEB HL=0x0000 BC=0x68E3 DE=0x0000 SP=0xFFFF OP=0x20
[291] PC=0x0004 A=0xEB HL=0x0000 BC=0x68E3 DE=0x0000 SP=0xFFFF OP=0x0B
[292] PC=0x0005 A=0xEB HL=0x0000 BC=0x68E2 DE=0x0000 SP=0xFFFF OP=0x78
[293] PC=0x0006 A=0x68 HL=0x0000 BC=0x68E2 DE=0x0000 SP=0xFFFF OP=0xB1
[294] PC=0x0007 A=0xEA HL=0x0000 BC=0x68E2 DE=0x0000 SP=0xFFFF OP=0x20
[295] PC=0x0004 A=0xEA HL=0x0000 BC=0x68E2 DE=0x0000 SP=0xFFFF OP=0x0B
[296] PC=0x0005 A=0xEA HL=0x0000 BC=0x68E1 DE=0x0000 SP=0xFFFF OP=0x78
[297] PC=0x0006 A=0x68 HL=0x0000 BC=0x68E1 DE=0x0000 SP=0xFFFF OP=0xB1
[298] PC=0x0007 A=0xE9 HL=0x0000 BC=0x68E1 DE=0x0000 SP=0xFFFF OP=0x20
[299] PC=0x0004 A=0xE9 HL=0x0000 BC=0x68E1 DE=0x0000 SP=0xFFFF OP=0x0B
[300] PC=0x0005 A=0xE9 HL=0x0000 BC=0x68E0 DE=0x0000 SP=0xFFFF OP=0x78
[301] PC=0x0006 A=0x68 HL=0x0000 BC=0x68E0 DE=0x0000 SP=0xFFFF OP=0xB1
[302] PC=0x0007 A=0xE8 HL=0x0000 BC=0x68E0 DE=0x0000 SP=0xFFFF OP=0x20
[303] PC=0x0004 A=0xE8 HL=0x0000 BC=0x68E0 DE=0x0000 SP=0xFFFF OP=0x0B
[304] PC=0x0005 A=0xE8 HL=0x0000 BC=0x68DF DE=0x0000 SP=0xFFFF OP=0x78
[305] PC=0x0006 A=0x68 HL=0x0000 BC=0x68DF DE=0x0000 SP=0xFFFF OP=0xB1
[306] PC=0x0007 A=0xFF HL=0x0000 BC=0x68DF DE=0x0000 SP=0xFFFF OP=0x20
[307] PC=0x0004 A=0xFF HL=0x0000 BC=0x68DF DE=0x0000 SP=0xFFFF OP=0x0B
[308] PC=0x0005 A=0xFF HL=0x0000 BC=0x68DE DE=0x0000 SP=0xFFFF OP=0x78
[309] PC=0x0006 A=0x68 HL=0x0000 BC=0x68DE DE=0x0000 SP=0xFFFF OP=0xB1
[310] PC=0x0007 A=0xFE HL=0x0000 BC=0x68DE DE=0x0000 SP=0xFFFF OP=0x20
[311] PC=0x0004 A=0xFE HL=0x0000 BC=0x68DE DE=0x0000 SP=0xFFFF OP=0x0B
[312] PC=0x0005 A=0xFE HL=0x0000 BC=0x68DD DE=0x0000 SP=0xFFFF OP=0x78
[313] PC=0x0006 A=0x68 HL=0x0000 BC=0x68DD DE=0x0000 SP=0xFFFF OP=0xB1
[314] PC=0x0007 A=0xFD HL=0x0000 BC=0x68DD DE=0x0000 SP=0xFFFF OP=0x20
[315] PC=0x0004 A=0xFD HL=0x0000 BC=0x68DD DE=0x0000 SP=0xFFFF OP=0x0B
[316] PC=0x0005 A=0xFD HL=0x0000 BC=0x68DC DE=0x0000 SP=0xFFFF OP=0x78
[317] PC=0x0006 A=0x68 HL=0x0000 BC=0x68DC DE=0x0000 SP=0xFFFF OP=0xB1
[318] PC=0x0007 A=0xFC HL=0x0000 BC=0x68DC DE=0x0000 SP=0xFFFF OP=0x20
[319] PC=0x0004 A=0xFC HL=0x0000 BC=0x68DC DE=0x0000 SP=0xFFFF OP=0x0B
[320] PC=0x0005 A=0xFC HL=0x0000 BC=0x68DB DE=0x0000 SP=0xFFFF OP=0x78
[321] PC=0x0006 A=0x68 HL=0x0000 BC=0x68DB DE=0x0000 SP=0xFFFF OP=0xB1
[322] PC=0x0007 A=0xFB HL=0x0000 BC=0x68DB DE=0x0000 SP=0xFFFF OP=0x20
[323] PC=0x0004 A=0xFB HL=0x0000 BC=0x68DB DE=0x0000 SP=0xFFFF OP=0x0B
[324] PC=0x0005 A=0xFB HL=0x0000 BC=0x68DA DE=0x0000 SP=0xFFFF OP=0x78
[325] PC=0x0006 A=0x68 HL=0x0000 BC=0x68DA DE=0x0000 SP=0xFFFF OP=0xB1
[326] PC=0x0007 A=0xFA HL=0x0000 BC=0x68DA DE=0x0000 SP=0xFFFF OP=0x20
[327] PC=0x0004 A=0xFA HL=0x0000 BC=0x68DA DE=0x0000 SP=0xFFFF OP=0x0B
[328] PC=0x0005 A=0xFA HL=0x0000 BC=0x68D9 DE=0x0000 SP=0xFFFF OP=0x78
[329] PC=0x0006 A=0x68 HL=0x0000 BC=0x68D9 DE=0x0000 SP=0xFFFF OP=0xB1
[330] PC=0x0007 A=0xF9 HL=0x0000 BC=0x68D9 DE=0x0000 SP=0xFFFF OP=0x20
[331] PC=0x0004 A=0xF9 HL=0x0000 BC=0x68D9 DE=0x0000 SP=0xFFFF OP=0x0B
[332] PC=0x0005 A=0xF9 HL=0x0000 BC=0x68D8 DE=0x0000 SP=0xFFFF OP=0x78
[333] PC=0x0006 A=0x68 HL=0x0000 BC=0x68D8 DE=0x0000 SP=0xFFFF OP=0xB1
[334] PC=0x0007 A=0xF8 HL=0x0000 BC=0x68D8 DE=0x0000 SP=0xFFFF OP=0x20
[335] PC=0x0004 A=0xF8 HL=0x0000 BC=0x68D8 DE=0x0000 SP=0xFFFF OP=0x0B
[336] PC=0x0005 A=0xF8 HL=0x0000 BC=0x68D7 DE=0x0000 SP=0xFFFF OP=0x78
[337] PC=0x0006 A=0x68 HL=0x0000 BC=0x68D7 DE=0x0000 SP=0xFFFF OP=0xB1
[338] PC=0x0007 A=0xFF HL=0x0000 BC=0x68D7 DE=0x0000 SP=0xFFFF OP=0x20
[339] PC=0x0004 A=0xFF HL=0x0000 BC=0x68D7 DE=0x0000 SP=0xFFFF OP=0x0B
[340] PC=0x0005 A=0xFF HL=0x0000 BC=0x68D6 DE=0x0000 SP=0xFFFF OP=0x78
[341] PC=0x0006 A=0x68 HL=0x0000 BC=0x68D6 DE=0x0000 SP=0xFFFF OP=0xB1
[342] PC=0x0007 A=0xFE HL=0x0000 BC=0x68D6 DE=0x0000 SP=0xFFFF OP=0x20
[343] PC=0x0004 A=0xFE HL=0x0000 BC=0x68D6 DE=0x0000 SP=0xFFFF OP=0x0B
[344] PC=0x0005 A=0xFE HL=0x0000 BC=0x68D5 DE=0x0000 SP=0xFFFF OP=0x78
[345] PC=0x0006 A=0x68 HL=0x0000 BC=0x68D5 DE=0x0000 SP=0xFFFF OP=0xB1
[346] PC=0x0007 A=0xFD HL=0x0000 BC=0x68D5 DE=0x0000 SP=0xFFFF OP=0x20
[347] PC=0x0004 A=0xFD HL=0x0000 BC=0x68D5 DE=0x0000 SP=0xFFFF OP=0x0B
[348] PC=0x0005 A=0xFD HL=0x0000 BC=0x68D4 DE=0x0000 SP=0xFFFF OP=0x78
[349] PC=0x0006 A=0x68 HL=0x0000 BC=0x68D4 DE=0x0000 SP=0xFFFF OP=0xB1
[350] PC=0x0007 A=0xFC HL=0x0000 BC=0x68D4 DE=0x0000 SP=0xFFFF OP=0x20
[351] PC=0x0004 A=0xFC HL=0x0000 BC=0x68D4 DE=0x0000 SP=0xFFFF OP=0x0B
[352] PC=0x0005 A=0xFC HL=0x0000 BC=0x68D3 DE=0x0000 SP=0xFFFF OP=0x78
[353] PC=0x0006 A=0x68 HL=0x0000 BC=0x68D3 DE=0x0000 SP=0xFFFF OP=0xB1
[354] PC=0x0007 A=0xFB HL=0x0000 BC=0x68D3 DE=0x0000 SP=0xFFFF OP=0x20
[355] PC=0x0004 A=0xFB HL=0x0000 BC=0x68D3 DE=0x0000 SP=0xFFFF OP=0x0B
[356] PC=0x0005 A=0xFB HL=0x0000 BC=0x68D2 DE=0x0000 SP=0xFFFF OP=0x78
[357] PC=0x0006 A=0x68 HL=0x0000 BC=0x68D2 DE=0x0000 SP=0xFFFF OP=0xB1
[358] PC=0x0007 A=0xFA HL=0x0000 BC=0x68D2 DE=0x0000 SP=0xFFFF OP=0x20
[359] PC=0x0004 A=0xFA HL=0x0000 BC=0x68D2 DE=0x0000 SP=0xFFFF OP=0x0B
[360] PC=0x0005 A=0xFA HL=0x0000 BC=0x68D1 DE=0x0000 SP=0xFFFF OP=0x78
[361] PC=0x0006 A=0x68 HL=0x0000 BC=0x68D1 DE=0x0000 SP=0xFFFF OP=0xB1
[362] PC=0x0007 A=0xF9 HL=0x0000 BC=0x68D1 DE=0x0000 SP=0xFFFF OP=0x20
[363] PC=0x0004 A=0xF9 HL=0x0000 BC=0x68D1 DE=0x0000 SP=0xFFFF OP=0x0B
[364] PC=0x0005 A=0xF9 HL=0x0000 BC=0x68D0 DE=0x0000 SP=0xFFFF OP=0x78
[365] PC=0x0006 A=0x68 HL=0x0000 BC=0x68D0 DE=0x0000 SP=0xFFFF OP=0xB1
[366] PC=0x0007 A=0xF8 HL=0x0000 BC=0x68D0 DE=0x0000 SP=0xFFFF OP=0x20
[367] PC=0x0004 A=0xF8 HL=0x0000 BC=0x68D0 DE=0x0000 SP=0xFFFF OP=0x0B
[368] PC=0x0005 A=0xF8 HL=0x0000 BC=0x68CF DE=0x0000 SP=0xFFFF OP=0x78
[369] PC=0x0006 A=0x68 HL=0x0000 BC=0x68CF DE=0x0000 SP=0xFFFF OP=0xB1
[370] PC=0x0007 A=0xEF HL=0x0000 BC=0x68CF DE=0x0000 SP=0xFFFF OP=0x20
[371] PC=0x0004 A=0xEF HL=0x0000 BC=0x68CF DE=0x0000 SP=0xFFFF OP=0x0B
[372] PC=0x0005 A=0xEF HL=0x0000 BC=0x68CE DE=0x0000 SP=0xFFFF OP=0x78
[373] PC=0x0006 A=0x68 HL=0x0000 BC=0x68CE DE=0x0000 SP=0xFFFF OP=0xB1
[374] PC=0x0007 A=0xEE HL=0x0000 BC=0x68CE DE=0x0000 SP=0xFFFF OP=0x20
[375] PC=0x0004 A=0xEE HL=0x0000 BC=0x68CE DE=0x0000 SP=0xFFFF OP=0x0B
[376] PC=0x0005 A=0xEE HL=0x0000 BC=0x68CD DE=0x0000 SP=0xFFFF OP=0x78
[377] PC=0x0006 A=0x68 HL=0x0000 BC=0x68CD DE=0x0000 SP=0xFFFF OP=0xB1
[378] PC=0x0007 A=0xED HL=0x0000 BC=0x68CD DE=0x0000 SP=0xFFFF OP=0x20
[379] PC=0x0004 A=0xED HL=0x0000 BC=0x68CD DE=0x0000 SP=0xFFFF OP=0x0B
[380] PC=0x0005 A=0xED HL=0x0000 BC=0x68CC DE=0x0000 SP=0xFFFF OP=0x78
[381] PC=0x0006 A=0x68 HL=0x0000 BC=0x68CC DE=0x0000 SP=0xFFFF OP=0xB1
[382] PC=0x0007 A=0xEC HL=0x0000 BC=0x68CC DE=0x0000 SP=0xFFFF OP=0x20
[383] PC=0x0004 A=0xEC HL=0x0000 BC=0x68CC DE=0x0000 SP=0xFFFF OP=0x0B
[384] PC=0x0005 A=0xEC HL=0x0000 BC=0x68CB DE=0x0000 SP=0xFFFF OP=0x78
[385] PC=0x0006 A=0x68 HL=0x0000 BC=0x68CB DE=0x0000 SP=0xFFFF OP=0xB1
[386] PC=0x0007 A=0xEB HL=0x0000 BC=0x68CB DE=0x0000 SP=0xFFFF OP=0x20
[387] PC=0x0004 A=0xEB HL=0x0000 BC=0x68CB DE=0x0000 SP=0xFFFF OP=0x0B
[388] PC=0x0005 A=0xEB HL=0x0000 BC=0x68CA DE=0x0000 SP=0xFFFF OP=0x78
[389] PC=0x0006 A=0x68 HL=0x0000 BC=0x68CA DE=0x0000 SP=0xFFFF OP=0xB1
[390] PC=0x0007 A=0xEA HL=0x0000 BC=0x68CA DE=0x0000 SP=0xFFFF OP=0x20
[391] PC=0x0004 A=0xEA HL=0x0000 BC=0x68CA DE=0x0000 SP=0xFFFF OP=0x0B
[392] PC=0x0005 A=0xEA HL=0x0000 BC=0x68C9 DE=0x0000 SP=0xFFFF OP=0x78
[393] PC=0x0006 A=0x68 HL=0x0000 BC=0x68C9 DE=0x0000 SP=0xFFFF OP=0xB1
[394] PC=0x0007 A=0xE9 HL=0x0000 BC=0x68C9 DE=0x0000 SP=0xFFFF OP=0x20
[395] PC=0x0004 A=0xE9 HL=0x0000 BC=0x68C9 DE=0x0000 SP=0xFFFF OP=0x0B
[396] PC=0x0005 A=0xE9 HL=0x0000 BC=0x68C8 DE=0x0000 SP=0xFFFF OP=0x78
[397] PC=0x0006 A=0x68 HL=0x0000 BC=0x68C8 DE=0x0000 SP=0xFFFF OP=0xB1
[398] PC=0x0007 A=0xE8 HL=0x0000 BC=0x68C8 DE=0x0000 SP=0xFFFF OP=0x20
[399] PC=0x0004 A=0xE8 HL=0x0000 BC=0x68C8 DE=0x0000 SP=0xFFFF OP=0x0B
[400] PC=0x0005 A=0xE8 HL=0x0000 BC=0x68C7 DE=0x0000 SP=0xFFFF OP=0x78
[401] PC=0x0006 A=0x68 HL=0x0000 BC=0x68C7 DE=0x0000 SP=0xFFFF OP=0xB1
[402] PC=0x0007 A=0xEF HL=0x0000 BC=0x68C7 DE=0x0000 SP=0xFFFF OP=0x20
[403] PC=0x0004 A=0xEF HL=0x0000 BC=0x68C7 DE=0x0000 SP=0xFFFF OP=0x0B
[404] PC=0x0005 A=0xEF HL=0x0000 BC=0x68C6 DE=0x0000 SP=0xFFFF OP=0x78
[405] PC=0x0006 A=0x68 HL=0x0000 BC=0x68C6 DE=0x0000 SP=0xFFFF OP=0xB1
[406] PC=0x0007 A=0xEE HL=0x0000 BC=0x68C6 DE=0x0000 SP=0xFFFF OP=0x20
[407] PC=0x0004 A=0xEE HL=0x0000 BC=0x68C6 DE=0x0000 SP=0xFFFF OP=0x0B
[408] PC=0x0005 A=0xEE HL=0x0000 BC=0x68C5 DE=0x0000 SP=0xFFFF OP=0x78
[409] PC=0x0006 A=0x68 HL=0x0000 BC=0x68C5 DE=0x0000 SP=0xFFFF OP=0xB1
[410] PC=0x0007 A=0xED HL=0x0000 BC=0x68C5 DE=0x0000 SP=0xFFFF OP=0x20
[411] PC=0x0004 A=0xED HL=0x0000 BC=0x68C5 DE=0x0000 SP=0xFFFF OP=0x0B
[412] PC=0x0005 A=0xED HL=0x0000 BC=0x68C4 DE=0x0000 SP=0xFFFF OP=0x78
[413] PC=0x0006 A=0x68 HL=0x0000 BC=0x68C4 DE=0x0000 SP=0xFFFF OP=0xB1
[414] PC=0x0007 A=0xEC HL=0x0000 BC=0x68C4 DE=0x0000 SP=0xFFFF OP=0x20
[415] PC=0x0004 A=0xEC HL=0x0000 BC=0x68C4 DE=0x0000 SP=0xFFFF OP=0x0B
[416] PC=0x0005 A=0xEC HL=0x0000 BC=0x68C3 DE=0x0000 SP=0xFFFF OP=0x78
[417] PC=0x0006 A=0x68 HL=0x0000 BC=0x68C3 DE=0x0000 SP=0xFFFF OP=0xB1
[418] PC=0x0007 A=0xEB HL=0x0000 BC=0x68C3 DE=0x0000 SP=0xFFFF OP=0x20
[419] PC=0x0004 A=0xEB HL=0x0000 BC=0x68C3 DE=0x0000 SP=0xFFFF OP=0x0B
[420] PC=0x0005 A=0xEB HL=0x0000 BC=0x68C2 DE=0x0000 SP=0xFFFF OP=0x78
[421] PC=0x0006 A=0x68 HL=0x0000 BC=0x68C2 DE=0x0000 SP=0xFFFF OP=0xB1
[422] PC=0x0007 A=0xEA HL=0x0000 BC=0x68C2 DE=0x0000 SP=0xFFFF OP=0x20
[423] PC=0x0004 A=0xEA HL=0x0000 BC=0x68C2 DE=0x0000 SP=0xFFFF OP=0x0B
[424] PC=0x0005 A=0xEA HL=0x0000 BC=0x68C1 DE=0x0000 SP=0xFFFF OP=0x78
[425] PC=0x0006 A=0x68 HL=0x0000 BC=0x68C1 DE=0x0000 SP=0xFFFF OP=0xB1
[426] PC=0x0007 A=0xE9 HL=0x0000 BC=0x68C1 DE=0x0000 SP=0xFFFF OP=0x20
[427] PC=0x0004 A=0xE9 HL=0x0000 BC=0x68C1 DE=0x0000 SP=0xFFFF OP=0x0B
[428] PC=0x0005 A=0xE9 HL=0x0000 BC=0x68C0 DE=0x0000 SP=0xFFFF OP=0x78
[429] PC=0x0006 A=0x68 HL=0x0000 BC=0x68C0 DE=0x0000 SP=0xFFFF OP=0xB1
[430] PC=0x0007 A=0xE8 HL=0x0000 BC=0x68C0 DE=0x0000 SP=0xFFFF OP=0x20
[431] PC=0x0004 A=0xE8 HL=0x0000 BC=0x68C0 DE=0x0000 SP=0xFFFF OP=0x0B
[432] PC=0x0005 A=0xE8 HL=0x0000 BC=0x68BF DE=0x0000 SP=0xFFFF OP=0x78
[433] PC=0x0006 A=0x68 HL=0x0000 BC=0x68BF DE=0x0000 SP=0xFFFF OP=0xB1
[434] PC=0x0007 A=0xFF HL=0x0000 BC=0x68BF DE=0x0000 SP=0xFFFF OP=0x20
[435] PC=0x0004 A=0xFF HL=0x0000 BC=0x68BF DE=0x0000 SP=0xFFFF OP=0x0B
[436] PC=0x0005 A=0xFF HL=0x0000 BC=0x68BE DE=0x0000 SP=0xFFFF OP=0x78
[437] PC=0x0006 A=0x68 HL=0x0000 BC=0x68BE DE=0x0000 SP=0xFFFF OP=0xB1
[438] PC=0x0007 A=0xFE HL=0x0000 BC=0x68BE DE=0x0000 SP=0xFFFF OP=0x20
[439] PC=0x0004 A=0xFE HL=0x0000 BC=0x68BE DE=0x0000 SP=0xFFFF OP=0x0B
[440] PC=0x0005 A=0xFE HL=0x0000 BC=0x68BD DE=0x0000 SP=0xFFFF OP=0x78
[441] PC=0x0006 A=0x68 HL=0x0000 BC=0x68BD DE=0x0000 SP=0xFFFF OP=0xB1
[442] PC=0x0007 A=0xFD HL=0x0000 BC=0x68BD DE=0x0000 SP=0xFFFF OP=0x20
[443] PC=0x0004 A=0xFD HL=0x0000 BC=0x68BD DE=0x0000 SP=0xFFFF OP=0x0B
[444] PC=0x0005 A=0xFD HL=0x0000 BC=0x68BC DE=0x0000 SP=0xFFFF OP=0x78
[445] PC=0x0006 A=0x68 HL=0x0000 BC=0x68BC DE=0x0000 SP=0xFFFF OP=0xB1
[446] PC=0x0007 A=0xFC HL=0x0000 BC=0x68BC DE=0x0000 SP=0xFFFF OP=0x20
[447] PC=0x0004 A=0xFC HL=0x0000 BC=0x68BC DE=0x0000 SP=0xFFFF OP=0x0B
[448] PC=0x0005 A=0xFC HL=0x0000 BC=0x68BB DE=0x0000 SP=0xFFFF OP=0x78
[449] PC=0x0006 A=0x68 HL=0x0000 BC=0x68BB DE=0x0000 SP=0xFFFF OP=0xB1
[450] PC=0x0007 A=0xFB HL=0x0000 BC=0x68BB DE=0x0000 SP=0xFFFF OP=0x20
[451] PC=0x0004 A=0xFB HL=0x0000 BC=0x68BB DE=0x0000 SP=0xFFFF OP=0x0B
[452] PC=0x0005 A=0xFB HL=0x0000 BC=0x68BA DE=0x0000 SP=0xFFFF OP=0x78
[453] PC=0x0006 A=0x68 HL=0x0000 BC=0x68BA DE=0x0000 SP=0xFFFF OP=0xB1
[454] PC=0x0007 A=0xFA HL=0x0000 BC=0x68BA DE=0x0000 SP=0xFFFF OP=0x20
[455] PC=0x0004 A=0xFA HL=0x0000 BC=0x68BA DE=0x0000 SP=0xFFFF OP=0x0B
[456] PC=0x0005 A=0xFA HL=0x0000 BC=0x68B9 DE=0x0000 SP=0xFFFF OP=0x78
[457] PC=0x0006 A=0x68 HL=0x0000 BC=0x68B9 DE=0x0000 SP=0xFFFF OP=0xB1
[458] PC=0x0007 A=0xF9 HL=0x0000 BC=0x68B9 DE=0x0000 SP=0xFFFF OP=0x20
[459] PC=0x0004 A=0xF9 HL=0x0000 BC=0x68B9 DE=0x0000 SP=0xFFFF OP=0x0B
[460] PC=0x0005 A=0xF9 HL=0x0000 BC=0x68B8 DE=0x0000 SP=0xFFFF OP=0x78
[461] PC=0x0006 A=0x68 HL=0x0000 BC=0x68B8 DE=0x0000 SP=0xFFFF OP=0xB1
[462] PC=0x0007 A=0xF8 HL=0x0000 BC=0x68B8 DE=0x0000 SP=0xFFFF OP=0x20
[463] PC=0x0004 A=0xF8 HL=0x0000 BC=0x68B8 DE=0x0000 SP=0xFFFF OP=0x0B
[464] PC=0x0005 A=0xF8 HL=0x0000 BC=0x68B7 DE=0x0000 SP=0xFFFF OP=0x78
[465] PC=0x0006 A=0x68 HL=0x0000 BC=0x68B7 DE=0x0000 SP=0xFFFF OP=0xB1
[466] PC=0x0007 A=0xFF HL=0x0000 BC=0x68B7 DE=0x0000 SP=0xFFFF OP=0x20
[467] PC=0x0004 A=0xFF HL=0x0000 BC=0x68B7 DE=0x0000 SP=0xFFFF OP=0x0B
[468] PC=0x0005 A=0xFF HL=0x0000 BC=0x68B6 DE=0x0000 SP=0xFFFF OP=0x78
[469] PC=0x0006 A=0x68 HL=0x0000 BC=0x68B6 DE=0x0000 SP=0xFFFF OP=0xB1
[470] PC=0x0007 A=0xFE HL=0x0000 BC=0x68B6 DE=0x0000 SP=0xFFFF OP=0x20
[471] PC=0x0004 A=0xFE HL=0x0000 BC=0x68B6 DE=0x0000 SP=0xFFFF OP=0x0B
[472] PC=0x0005 A=0xFE HL=0x0000 BC=0x68B5 DE=0x0000 SP=0xFFFF OP=0x78
[473] PC=0x0006 A=0x68 HL=0x0000 BC=0x68B5 DE=0x0000 SP=0xFFFF OP=0xB1
[474] PC=0x0007 A=0xFD HL=0x0000 BC=0x68B5 DE=0x0000 SP=0xFFFF OP=0x20
[475] PC=0x0004 A=0xFD HL=0x0000 BC=0x68B5 DE=0x0000 SP=0xFFFF OP=0x0B
[476] PC=0x0005 A=0xFD HL=0x0000 BC=0x68B4 DE=0x0000 SP=0xFFFF OP=0x78
